row_id,is_urban,age,female,married,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability,country_A,country_C,country_D,country_F,country_G,country_I,country_J,religion_N,religion_O,religion_P,religion_Q,religion_X,relationship_to_hh_head_Father/Mother,relationship_to_hh_head_Head,relationship_to_hh_head_Other,relationship_to_hh_head_Sister/Brother,relationship_to_hh_head_Son/Daughter,relationship_to_hh_head_Spouse,relationship_to_hh_head_Unknown,employment_category_last_year_employed,employment_category_last_year_housewife_or_student,employment_category_last_year_other,employment_category_last_year_retired_or_disabled,employment_category_last_year_unemployed,employment_type_last_year_irregular_seasonal,employment_type_last_year_not_working,employment_type_last_year_other,employment_type_last_year_salaried,employment_type_last_year_self_employed
6533,0,45,1,0,0.0,0,1,1,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6534,0,25,1,1,0.0,0,1,1,0,1,1,2.0,0,1,0,1,0,0,1,2,0,0,0,0,1,0.0,0.0,0.0,0.0,1,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.964,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6535,1,21,1,1,1.0,1,1,1,0,1,1,3.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.757,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6536,0,35,1,1,0.0,0,1,1,1,0,1,2.0,1,1,0,0,0,0,1,2,0,1,1,0,0,0.0,0.0,0.0,0.0,1,5.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6537,1,58,1,0,1.0,0,1,1,0,1,0,1.0,0,1,1,0,0,0,1,2,0,1,0,0,0,0.0,0.0,0.0,0.0,1,5.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,2,0.548,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6538,0,48,0,1,0.0,0,1,1,0,1,1,2.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6539,1,32,0,1,2.0,1,1,1,1,0,1,5.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,1,2,1,1,0,0,1,1,0,0,0,0,1,0,2,0.7509999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6540,0,36,1,1,1.0,1,1,1,0,0,1,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,4,1.75,0,0,0,1,1,1,1,1,2,0,0,1,0,1,0,1,0,1,0,1,1,4,0.729,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6541,0,21,1,1,1.0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0.969,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6542,0,55,0,1,1.0,1,1,1,0,0,1,2.0,1,0,0,0,0,0,1,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,2,0.282,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6543,0,32,0,1,1.0,1,1,1,1,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6544,0,35,0,0,2.0,1,1,1,1,1,1,3.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,1,0,3,0.368,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6545,1,15,1,0,1.0,1,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6546,0,16,0,0,1.0,1,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6547,0,71,0,0,1.0,0,1,0,0,1,0,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,3,4.666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.983,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6548,0,55,1,0,0.0,0,0,0,1,0,1,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6549,0,20,0,0,3.0,1,1,1,0,1,0,1.0,0,0,0,0,0,0,2,2,0,0,0,0,0,4.0,0.0,0.0,0.0,0,0.0,1,0,0,3,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6550,0,42,0,1,0.0,0,1,1,0,0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6551,0,41,1,1,1.0,0,1,1,0,0,1,2.0,1,1,0,1,0,0,2,2,1,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0,1,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,3,0.387,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6552,0,47,1,0,1.0,0,1,0,1,1,1,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6553,1,38,1,0,2.0,0,1,1,0,0,1,3.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.321,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6554,1,25,1,1,2.0,1,1,1,0,0,0,2.0,0,1,0,0,0,0,1,2,1,0,1,0,0,0.0,0.0,0.0,0.0,1,1.0,1,1,0,1,1,1,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,2,0.216,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6555,0,45,0,1,2.0,1,1,1,1,1,1,4.0,1,0,0,0,0,0,1,2,1,0,0,1,0,0.0,0.0,0.0,0.0,2,2.0,0,0,0,3,1,1,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0.185,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6556,0,58,1,0,1.0,1,0,0,0,0,1,4.0,1,1,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,3,0.295,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6557,0,25,1,1,1.0,1,1,0,0,1,1,3.0,0,1,0,0,0,0,2,2,0,1,0,0,0,0.0,0.0,0.0,0.0,3,3.0,1,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,3,0.523,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6558,1,30,0,0,0.0,0,1,1,1,1,1,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1,3.0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6559,0,35,0,1,1.0,1,1,1,0,1,1,3.0,1,1,0,1,0,0,1,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1,4.0,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,4,0.454,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6560,1,34,1,1,2.0,0,1,1,0,0,0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.63,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6561,1,29,0,1,1.0,0,1,1,0,1,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.449,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6562,1,45,1,0,1.0,0,1,1,0,1,1,5.0,0,1,0,0,1,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5.0,1,1,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0.216,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6563,0,57,0,1,1.0,0,1,1,0,0,1,5.0,1,0,0,0,0,0,3,2,1,0,0,0,0,0.0,0.0,0.0,0.0,4,5.0,1,1,1,1,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,1,0.715,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6564,0,36,0,0,1.0,0,1,0,0,0,1,5.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,3,5.0,0,0,0,2,1,1,1,1,2,0,0,1,1,1,0,1,1,0,0,2,0,3,0.049,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6565,0,19,0,0,2.0,1,1,1,1,0,0,1.0,0,1,0,0,0,0,3,2,1,0,0,1,0,0.0,0.0,0.0,0.0,3,1.0,0,1,0,2,1,1,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,6,0.28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6566,0,60,0,1,1.0,0,1,1,0,1,1,5.0,1,1,0,0,0,0,2,2,0,0,0,0,1,0.0,0.0,0.0,0.0,3,4.666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6567,0,25,1,1,2.0,1,1,1,1,1,0,1.0,0,1,0,0,0,0,1,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,2,0,1,0.3939999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6568,1,36,0,1,2.0,0,1,1,0,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6569,0,25,1,1,1.0,0,1,1,0,0,1,4.0,1,0,0,0,0,0,2,2,0,1,0,0,0,0.0,0.0,0.0,0.0,3,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6570,0,35,1,1,1.0,0,1,0,1,0,1,3.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,3,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6571,1,34,1,1,1.0,1,1,0,0,1,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6572,1,24,0,0,3.0,1,1,1,1,1,1,5.0,0,0,0,0,1,0,2,2,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0.0,1,1,1,3,1,1,1,1,2,1,0,1,1,1,0,1,1,0,0,3,0,7,0.404,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6573,1,22,1,0,2.0,1,1,0,1,1,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0.049,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6574,1,32,1,0,2.0,1,1,1,0,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.939,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6575,0,61,0,1,2.0,1,1,1,1,1,0,3.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.843,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6576,1,18,1,0,1.0,1,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6577,0,52,0,1,0.0,0,1,1,0,0,1,2.0,1,1,0,1,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6578,0,17,0,0,1.0,0,1,1,0,0,1,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6579,0,78,1,1,0.0,0,1,0,0,1,1,2.0,1,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6580,0,42,1,1,0.0,0,1,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6581,1,61,1,0,2.0,0,1,1,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1.0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,2,0.339,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6582,0,30,1,1,1.0,1,1,0,1,1,0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1,4.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6583,1,27,0,1,1.0,1,1,1,1,1,1,4.0,1,0,0,0,0,0,2,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,1,1,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0.894,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6584,1,35,0,1,2.0,1,1,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,1,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,3,0.161,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6585,0,31,1,0,3.0,1,1,1,0,0,1,2.0,1,0,0,1,0,0,3,2,1,0,0,1,1,0.0,0.0,0.0,0.0,2,4.0,0,0,1,3,1,1,1,1,2,0,1,1,0,1,1,1,0,1,0,3,2,5,0.523,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6586,0,70,1,0,0.0,0,0,0,1,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6587,1,50,0,1,0.0,0,1,1,1,0,1,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0.633,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6588,0,16,0,0,2.0,1,1,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6589,0,28,1,0,1.0,0,1,1,0,1,1,5.0,1,1,0,1,0,0,1,2,0,1,0,0,0,0.0,0.0,0.0,0.0,2,5.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.89,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6590,0,25,1,0,0.0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.883,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6591,0,32,1,0,1.0,0,1,1,0,1,1,5.0,0,0,0,1,1,0,0,1,1,0,1,0,1,0.0,0.0,0.0,10.0,2,4.5,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,2,0,5,0.743,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6592,0,35,1,1,0.0,0,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3,4.333333333333333,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6593,1,42,1,1,0.0,0,1,1,0,0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6594,0,16,1,0,1.0,1,1,1,1,0,0,1.0,0,1,0,0,0,0,1,2,0,0,1,0,0,0.0,0.0,0.0,0.0,2,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6595,1,36,0,1,2.0,1,1,1,0,0,1,5.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.8490000000000001,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6596,0,42,1,1,1.0,0,1,0,1,0,1,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3,5.0,0,0,0,2,1,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,2,0.216,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6597,1,23,0,0,2.0,1,1,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2,1.5,0,0,0,3,1,1,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,4,0.271,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6598,0,37,0,1,2.0,1,1,1,1,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0.914,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6599,0,22,0,0,2.0,1,1,1,0,0,1,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6600,1,22,1,0,1.0,1,1,1,0,0,0,1.0,0,1,0,0,0,0,3,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0.612,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6601,0,40,0,1,2.0,1,1,1,1,0,1,5.0,1,1,0,1,0,0,3,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,5,0.63,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6602,1,27,1,0,3.0,1,1,1,1,1,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,2,0,2,0.309,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6603,1,25,1,0,2.0,1,1,1,1,0,0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,5.0,0.0,0.0,1,4.0,1,1,0,3,1,1,1,1,2,1,1,1,0,1,0,1,0,0,0,1,0,6,0.471,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
